350
8829	8829
15	25
23	47
46	26
57	92
63	26
18	30
28	92
45	84
58	60
35	81
99	28
80	84
52	77
23	90
93	72
14	10
50	21
87	89
99	67
97	41
31	96
76	98
55	69
56	71
38	69
99	77
88	34
3	41
66	86
64	87
12	97
75	82
43	39
23	34
96	83
1	87
84	88
76	11
24	15
73	18
54	99
80	19
77	92
65	12
28	28
20	51
71	37
80	67
27	39
29	96
4	57
48	31
91	12
44	91
60	35
59	96
47	89
22	88
55	84
28	37
34	97
95	65
91	18
77	44
46	23
1	38
27	23
20	38
14	44
32	71
85	15
39	24
94	50
56	73
94	1
7	38
94	65
28	8
15	77
69	83
71	67
28	32
62	2
46	29
61	35
93	35
70	29
12	99
85	81
1	7
60	38
82	32
20	81
87	16
26	29
75	61
70	13
12	32
62	50
19	74
20	96
10	1
3	97
45	60
97	49
35	59
53	59
68	7
99	71
37	19
82	86
32	27
59	9
45	87
87	72
28	88
90	1
90	58
58	23
6	14
77	5
11	42
19	25
34	5
42	15
23	88
36	2
90	29
80	21
60	80
32	35
26	1
43	75
26	27
41	68
12	2
24	56
94	17
70	49
90	2
30	66
78	46
89	16
34	18
83	54
3	59
77	46
18	39
76	70
52	84
2	40
4	99
3	45
52	89
24	8
44	48
25	29
16	93
45	100
53	69
35	80
85	58
23	27
92	2
95	45
93	39
86	9
15	32
78	39
96	3
17	56
38	92
16	34
28	26
55	4
100	80
66	36
54	41
35	38
19	50
51	7
5	77
40	37
79	82
70	29
57	67
51	96
48	38
31	56
36	51
1	8
59	68
48	96
20	6
6	49
15	6
31	2
14	6
27	39
76	48
69	54
1	24
42	7
31	19
88	58
6	59
31	22
100	62
12	12
14	8
89	13
96	78
91	42
48	4
7	85
95	45
71	1
45	42
60	41
9	53
68	65
93	45
57	74
43	38
26	34
60	40
97	94
49	55
80	74
61	28
85	24
21	54
37	1
30	77
13	75
11	5
64	52
84	53
3	89
30	6
30	87
92	94
46	66
94	78
43	69
66	66
46	53
32	66
61	22
40	72
59	94
13	24
20	86
10	40
95	64
10	52
31	7
58	67
55	1
3	96
77	21
91	8
16	65
35	8
52	96
70	82
46	67
64	54
53	72
98	80
22	18
36	55
8	3
87	49
32	5
79	30
99	46
17	3
59	32
61	93
17	66
55	70
32	87
54	88
65	53
84	56
96	69
32	48
87	65
100	16
2	79
37	65
67	71
35	20
4	77
18	64
99	80
33	3
33	64
35	8
81	20
45	55
63	12
20	34
93	34
63	74
50	80
72	50
52	3
39	87
81	31
100	20
71	90
33	92
91	25
57	99
70	61
62	29
8	39
49	21
99	90
32	99
65	48
63	63
65	84
1	10
34	36
34	73
60	27
20	100
59	61
24	25
84	17
56	95
44	4
28	41
94	27
85	25
20	13
16	35
46	27
52	38
76	62
27	17
82	39
78	89
53	48
30	48
37	69
100	59
15	59
23	69
46	48
57	48
63	89
18	39
28	17
45	62
58	38
35	27
99	35
80	13
52	25
23	27
93	41
14	4
50	95
87	17
99	25
97	61
31	100
76	27
55	73
56	36
38	10
99	84
88	63
3	48
66	99
64	90
12	21
75	39
43	29
23	61
96	99
1	25
84	92
76	90
24	20
73	31
54	87
80	3
77	50
65	80
28	74
20	34
71	34
80	12
27	55
29	20
4	8
48	64
91	3
44	80
60	64
59	77
47	20
22	71
55	65
28	79
34	16
95	65
91	48
77	69
46	56
1	53
27	88
20	87
14	70
32	66
85	93
39	32
94	3
56	46
94	30
7	5
94	49
28	3
15	55
69	18
71	80
28	72
62	54
46	67
61	82
93	96
70	8
12	65
85	8
1	21
60	96
82	1
20	67
87	7
26	52
75	64
70	40
12	86
62	24
19	94
20	72
10	22
3	66
45	53
97	66
35	69
53	78
68	66
99	94
37	87
82	6
32	89
59	53
45	52
87	5
28	75
90	77
90	1
58	54
6	24
77	28
11	74
19	55
34	94
42	40
23	34
36	38
90	74
80	45
60	65
32	53
26	41
43	42
26	1
41	45
12	85
24	4
94	42
70	78
90	13
30	8
78	12
89	62
34	22
83	59
3	58
77	19
18	7
76	24
52	54
2	48
4	39
3	6
52	2
24	6
44	49
25	6
16	96
45	68
53	8
35	51
85	56
23	38
92	96
95	67
93	29
86	82
15	37
78	77
96	7
17	50
38	38
16	41
28	36
55	80
100	4
66	26
54	34
35	92
19	56
51	3
5	39
40	32
79	9
70	39
57	45
51	2
48	27
31	58
36	80
1	69
59	100
48	93
20	29
6	48
15	8
31	89
14	45
27	99
76	40
69	84
1	70
42	39
31	46
88	59
6	54
31	18
100	16
12	46
14	66
89	2
96	49
91	17
48	56
7	2
95	68
71	27
45	75
60	1
9	35
68	80
93	21
57	29
43	2
26	88
60	15
97	5
49	25
80	42
61	5
85	14
21	23
37	58
30	1
13	88
11	72
64	87
84	9
3	27
30	86
30	19
92	71
46	7
94	59
43	59
66	49
46	60
32	97
61	1
40	96
59	74
13	50
20	32
10	13
95	61
10	29
31	16
58	81
55	32
3	38
77	7
91	81
16	99
35	29
52	35
70	35
46	29
64	2
53	32
98	67
22	83
36	77
8	8
87	65
32	38
79	1
99	73
17	50
59	24
61	15
17	71
55	44
32	38
54	23
65	38
84	23
96	44
32	18
87	65
100	97
2	37
37	84
67	88
35	89
4	96
18	35
99	91
33	12
33	31
35	57
81	96
45	39
63	67
20	37
93	51
63	28
50	12
72	92
52	19
39	99
81	18
100	15
71	11
33	88
91	87
57	83
70	34
62	39
8	82
49	97
99	87
32	86
65	41
63	34
65	77
1	69
34	71
34	69
60	98
20	96
59	41
24	67
84	89
56	21
44	10
28	72
94	90
85	77
20	84
16	28
46	81
52	60
76	84
27	92
82	30
78	26
53	92
30	26
37	47
100	25
